"Nombre Operador","Cédula","Código Ruta","Descripción Ruta","Código Ramal","Descripción Ramal","Mes","Año","pasajeroEquivalente","pasajerosTotal","Pasajeros Adulto Mayor","Pasajeros Regulares","Carreras","Ingresos"
"MADERAS Y MATERIALES DEL SUR, S.A.","3-101-089232","337","CARTAGO-FRAILES-SANTA CRUZ","R1090","CARTAGO-SAN ANTONIO-BUSTAMANTE","1","2021","","","60","285","31","454575"
"MADERAS Y MATERIALES DEL SUR, S.A.","3-101-089232","337","CARTAGO-FRAILES-SANTA CRUZ","R1091","CARTAGO-FRAILES-SANTA CRUZ","1","2021","","","138","1942","62","2777060"
"MADRIZ Y MATA, S.A.","3-101-194672","308","TURRIALBA-COLORADO Y VICEVERSA","R1972","TURRIALBA-COLORADO Y VICEVERSA","1","2021","","","595","8267","243","2437585"
"MADRIZ Y MATA, S.A.","3-101-194672","313","TURRIALBA-NOCHEBUENA","R1033","TURRIALBA-PROYECTO","1","2021","","","562","9279","300","1067410"
"MADRIZ Y MATA, S.A.","3-101-194672","359","TURRIALBA-GRANO DE ORO Y VICEVERSA","R1035","TURRIALBA-GRANO DE ORO","1","2021","","","256","3868","46","3194015"
"MADRIZ Y MATA, S.A.","3-101-194672","359","TURRIALBA-GRANO DE ORO Y VICEVERSA","R1907","TURRIALBA-QUETZAL","1","2021","","","98","1468","26","2574335"
"MAGASOSO DE LAS LOMAS SUR, S.A","3-101-326709","304","SAN JOSE-MONTUFAR-FLORENCIO DEL CASTILLO","R1013","SAN JOSE-SAN VICENTE DE TRES RIOS","1","2021","","","3357","49997","1056.5","20532540"
"MAGASOSO DE LAS LOMAS SUR, S.A","3-101-326709","304","SAN JOSE-MONTUFAR-FLORENCIO DEL CASTILLO","R1014","SAN JOSE-VILLAS DE AYARCO","1","2021","","","1748","22576","923","9030400"
"MAGASOSO DE LAS LOMAS SUR, S.A","3-101-326709","304","SAN JOSE-MONTUFAR-FLORENCIO DEL CASTILLO","R1015","SAN JOSE-MONTUFAR-FLORENCIO DEL CASTILLO","1","2021","","","463","4633","354.5","1992190"
"MARDEL, S.A.","3-101-210786","533","SANTA CRUZ-27 DE ABRIL-JUNQUILLAL-RIO SECO-MARBELLA-SAN JUANILLO-OSTIONAL-NOSARA Y VICEVERSA","R1469","SANTA CRUZ-27 DE ABRIL-PARAISO-JUNQUILLAL","1","2021","","","177","2300","58","2829000"
"MARDEL, S.A.","3-101-210786","537","SANTA CRUZ-ORIENTE-TALOLINGA-ORTEGA-BOLSON","R1446","SANTA CRUZ-BOLSON","1","2021","","","120","900","62","1377000"
"MARDEL, S.A.","3-101-210786","537","SANTA CRUZ-ORIENTE-TALOLINGA-ORTEGA-BOLSON","R1447","SANTA CRUZ-SAN LAZARO","1","2021","","","117","834","52","979950"
"MARDEL, S.A.","3-101-210786","537","SANTA CRUZ-ORIENTE-TALOLINGA-ORTEGA-BOLSON","R1450","SANTA CRUZ-SAN VICENTE","1","2021","","","40","500","13","485000"
"MARDEL, S.A.","3-101-210786","537","SANTA CRUZ-ORIENTE-TALOLINGA-ORTEGA-BOLSON","R1451","SANTA CRUZ-GUAITIL	","1","2021","","","79","1120","52","929600"
"MARDEL, S.A.","3-101-210786","537","SANTA CRUZ-ORIENTE-TALOLINGA-ORTEGA-BOLSON","R1458","SANTA CRUZ-LOS ANGELES","1","2021","","","79","800","52","544000"
"MARIO HERNANDEZ VARGAS","04-0090-0058","260-1222","NARANJO-CONCEPCION-PALMITOS Y VICEVERSA","R0778","NARANJO-PALMITOS","1","2021","","","1051","5283","282","2110000"
"MARIO HERNANDEZ VARGAS","04-0090-0058","260-1222","NARANJO-CONCEPCION-PALMITOS Y VICEVERSA","R0779","NARANJO-CONCEPCION","1","2021","","","1064","6602","277","2381300"
"MARVIN MONGE MORALES","03-0227-0598","354","TURRIALBA-SANTA ROSA-AQUIARES-LA CECILIANA","R1145","TURRIALBA-AQUIARES","1","2021","","","789","9667","208","3421990"
"METROCOOP, R.L.","3-004-056428","08","SAN JOSE-RUTA PERIFERICA","R0022","SAN JOSE-RUTA PERIFERICA (LADO 1)","1","2021","","","459","5034","192.5","1787070"
"METROCOOP, R.L.","3-004-056428","08","SAN JOSE-RUTA PERIFERICA","R2290","SAN JOSE-RUTA PERIFERICA (LADO 2)","1","2021","","","319","3228","119.5","1145940"
"METROCOOP, R.L.","3-004-056428","90","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","R0247","SAN JOSE-SAN SEBASTIAN-COLONIA KENNEDY","1","2021","","","5120","39872","1222.5","8373120"
"METROCOOP, R.L.","3-004-056428","90","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","R0248","SAN JOSE-HATILLO 1 Y 2","1","2021","","","5779","43343","1268","12352755"
"METROCOOP, R.L.","3-004-056428","90","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","R0249","SAN JOSE-HATILLO 3 Y 4","1","2021","","","1776","11605","401.5","3307425"
"METROCOOP, R.L.","3-004-056428","90","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","R0250","SAN JOSE-HATILLO 5","1","2021","","","4789","32154","770.5","9163890"
"METROCOOP, R.L.","3-004-056428","90","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","R0251","SAN JOSE-COLONIA 15 DE SETIEMBRE","1","2021","","","2798","24295","729.5","6924075"
"METROCOOP, R.L.","3-004-056428","90","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","R0253","SAN JOSE-HATILLO 6 Y 7","1","2021","","","12617","94737","1879.5","27000045"
"METROCOOP, R.L.","3-004-056428","90","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","R0254","SAN JOSE-HATILLO 8","1","2021","","","11499","87517","1922.5","24942345"
"METROCOOP, R.L.","3-004-056428","90","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","R0255","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","1","2021","","","20792","306313","4225","87299205"
"METROCOOP, R.L.","3-004-056428","90","SAN JOSE-ALAJUELITA-IMAS-LA AURORA","R0266","SAN JOSE-ALAJUELITA-LA AURORA POR ANONOS","1","2021","","","2124","43101","609.5","12283785"
"METROCOOP, R.L.","3-004-056428","I-6","ESCAZU - ALAJUELITA - HATILLO","R0006","ESCAZU - ALAJUELITA - HATILLO","1","2021","","","25","429","10","160875"
"MICROBUSES RAPIDOS HEREDIANOS, S.A.","3-101-070526","400 A","SAN JOSE-HEREDIA x SANTO DOMINGO (MB-BS)","R1181","SAN JOSE-HEREDIA x SANTO DOMINGO","1","2021","","","15320","237151","5311","122132765"
"MIGUEL CARRANZA SOLANO  ","02-0349-0131","657","ESPARZA-JUANILAMA-EL JOCOTE-MATA LIMON-ENTRADA A TIVIVES","R1635","ESPARZA-ENTRADA A TIVIVES","1","2021","","","781","3491","189","2879300"
"MIRANDA CUBERO S.A.","3-101-727595","1224","SAN RAMON-RIO JESUS Y VICEVERSA","R0911","SAN RAMON-RIO JESUS","1","2021","","","708","10546","211","2267390"
"MONTARI, S.A.","3-101-118405","302 A","SAN JOSE-JUAN VIÑAS","R1006","SAN JOSE-JUAN VIÑAS","1","2021","","","47","553","62","689000"
"MUSOC, LIMITADA","3-101-008428","100","SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA","R0288","SAN JOSE-SAN ISIDRO DE EL GENERAL (SERVICIO REGULAR)","1","2021","","","363","13125","181.5","47815450"
"MUSOC, LIMITADA","3-101-008428","100","SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA","R1991","SAN JOSE-SAN ISIDRO DE EL GENERAL (SERVICIO DIRECTO)","1","2021","","","","","",""
"PORFIRIO ROJAS SUCESORES, S.A.","3-101-119818","245","GRECIA-CALLE RODRIGUEZ-SAN ISIDRO-SAN FRANCISCO-CALLE ACHIOTE Y VICEVERSA","R0717","GRECIA-CALLE RODRIGUEZ-SAN ISIDRO-SAN FRANCISCO-CALLE ACHIOTE Y VICEVERSA","1","2021","","","1157","16339","412","8101920"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R1320","SAN JOSE-LIBERIA (SERVICIO REGULAR)","1","2021","","","744","16668","207","72755820"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R1321","SAN JOSE-PLAYAS DEL COCO","1","2021","","","189","2880","43.5","14400000"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R1322","LIBERIA-PLAYAS DEL COCO Y VICEVERSA","1","2021","","","1972","44369","465","33720440"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R1429","LIBERIA-AEROPUERTO","1","2021","","","715","13098","348","6876450"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R2067","SAN JOSE-LIBERIA (SERVICIO DIRECTO)","1","2021","","","301","5547","145","24212655"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R2068","LIBERIA - BARRIO LA CRUZ","1","2021","","","295","6257","290","2346375"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R2069","","1","2021","","","300","4230","348","1586250"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R2070","LIBERIA - LA VICTORIA","1","2021","","","254","4099","290","1537125"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R2071","LIBERIA - MARTINA BUSTOS","1","2021","","","148","1993","87","747375"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R2072","LIBERIA-SAN ROQUE-MORACIA","1","2021","","","222","5292","290","1984500"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R2073","","1","2021","","","293","5010","348","1878750"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R2074","LIBERIA - RODEITO","1","2021","","","61","802","29","300750"
"PULMITAN, LIMITADA","3-101-010089","500","LIBERIA-SARDINAL-PLAYAS DEL COCO","R2075","","1","2021","","","270","4760","348","1785000"
"REYNA DEL CAMPO, S.A.","3-101-124875","506","LIBERIA-PUNTARENAS Y VICEVERSA","R1400","LIBERIA-PUNTARENAS Y VICEVERSA","1","2021","","","1483","12584","403","38884560"
"REYNA DEL CAMPO, S.A.","3-101-124875","524","LIBERIA-CAÑAS Y RAMALES","R1401","LIBERIA-CAÑAS Y VICEVERSA","1","2021","","","3071","20555","310","33915750"
"RONNY CASTRO FALLAS","01-0743-0792","193","GUAITIL-LA CRUZ-OCOCA-ALTO CALDERONES-ACOSTA","R0489","GUAITIL-LA CRUZ-OCOCA-ALTO CALDERONES-ACOSTA","1","2021","","","344","3798","86","1745460"
"RUTA 51-53, S.A.","3-101-053176","51","SAN JOSE-VARGAS ARAYA-MONTERREY,  SAN JOSE- URBANIZACION CARMIOL, SAN JOSE-BARRIO PINTO","R0191","SAN JOSE-VARGAS ARAYA-MONTERREY","1","2021","","","10619","169610","3942","48338850"
"RUTA 51-53, S.A.","3-101-053176","51","SAN JOSE-VARGAS ARAYA-MONTERREY,  SAN JOSE- URBANIZACION CARMIOL, SAN JOSE-BARRIO PINTO","R0192","SAN JOSE-URBANIZACION CARMIOL","1","2021","","","349","11662","1176","3323670"
"RUTA 51-53, S.A.","3-101-053176","51","SAN JOSE-VARGAS ARAYA-MONTERREY,  SAN JOSE- URBANIZACION CARMIOL, SAN JOSE-BARRIO PINTO","R0193","SAN JOSE-LOTES PINTO","1","2021","","","2444","44132","1858","12577620"
"RUTAS DEL SUR, S.A.","3-101-425250","330","CARTAGO-TABLON-CORRALILLO-SANTA ELENA","R1079","CARTAGO-RIO CONEJO","1","2021","","","526","12002","196","9858135"
"SERVICENTRO TERRABA, S.A.","3-101-177359","632-632A","CIUDAD NEILLY  – CHACARITA – PALMAR NORTE – CIUDAD CORTES – OJO DE AGUA – PIÑUELAS – DOMINICAL – Y VICEVERSA CON RAMAL A PUERTO JIMÉNEZ","R1598","URBANA DE CIUDAD CORTES-PALMAR NORTE Y SUR","1","2021","","","474","6490","260","1622730"
"SERVICENTRO TERRABA, S.A.","3-101-177359","632-632A","CIUDAD NEILLY  – CHACARITA – PALMAR NORTE – CIUDAD CORTES – OJO DE AGUA – PIÑUELAS – DOMINICAL – Y VICEVERSA CON RAMAL A PUERTO JIMÉNEZ","R1602","CIUDAD NEILY-PUERTO JIMENEZ","1","2021","","","104","1629","62","2789630"
"SERVICENTRO TERRABA, S.A.","3-101-177359","632-632A","CIUDAD NEILLY  – CHACARITA – PALMAR NORTE – CIUDAD CORTES – OJO DE AGUA – PIÑUELAS – DOMINICAL – Y VICEVERSA CON RAMAL A PUERTO JIMÉNEZ","R2121","","1","2021","","","427","6157","186","3701595"
"SERVICENTRO TERRABA, S.A.","3-101-177359","632-632A","CIUDAD NEILLY  – CHACARITA – PALMAR NORTE – CIUDAD CORTES – OJO DE AGUA – PIÑUELAS – DOMINICAL – Y VICEVERSA CON RAMAL A PUERTO JIMÉNEZ","R2122","CIUDAD CORTÉS-OJO DE AGUA (SODA LA CABAÑA)-CIUDAD CORTÉS","1","2021","","","481","6198","290","1549885"
"SERVICENTRO TERRABA, S.A.","3-101-177359","632-632A","CIUDAD NEILLY  – CHACARITA – PALMAR NORTE – CIUDAD CORTES – OJO DE AGUA – PIÑUELAS – DOMINICAL – Y VICEVERSA CON RAMAL A PUERTO JIMÉNEZ","R2123","","1","2021","","","255","3611","93","2153550"
"SERVICENTRO TERRABA, S.A.","3-101-177359","632-632A","CIUDAD NEILLY  – CHACARITA – PALMAR NORTE – CIUDAD CORTES – OJO DE AGUA – PIÑUELAS – DOMINICAL – Y VICEVERSA CON RAMAL A PUERTO JIMÉNEZ","R2124","","1","2021","","","248","3760","93","7495345"
"SERVICENTRO TERRABA, S.A.","3-101-177359","647","GOLFITO-RÍO CLARO – FINCAS – CIUDAD NEILLY Y VICEVERSA","R1603","GOLFITO-CIUDAD NEILY","1","2021","","","2078","24395","508","13808760"
"SERVICENTRO TERRABA, S.A.","3-101-177359","647","GOLFITO-RÍO CLARO – FINCAS – CIUDAD NEILLY Y VICEVERSA","R1605","GOLFITO-CIUDAD NEILY POR FINCAS","1","2021","","","353","4344","93","2436840"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1792","CARIARI-CAÑO SECO","1","2021","","","29","121","8","276645"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1806","GUAPILES-LA TERESA-TICABAN-FINCA 1 POR SAN GERARDO Y VICEVERSA","1","2021","","","700","4272","150","5874985"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1807","GUAPILES-LA TERESA-TICABAN-FINCA 1 POR IZTARU Y VICEVERSA","1","2021","","","465","2889","119","3972845"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1808","GUAPILES-LAS BRISAS-TARIRE-SANTA ROSA Y VICEVERSA","1","2021","","","252","2262","114","2013445"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1810","GUAPILES SAN RAFAEL (LAS COLONIAS) (RUTA ANILLO)","1","2021","","","510","9246","310","3051225"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1811","GUAPILES-LAS CASCADAS","1","2021","","","265","6599","403","2144800"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1820","","1","2021","","","279","2896","155","2157635"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1821","GUAPILES-SAN ANTONIO (EL HUMO)-SANTA CLARA Y VICEVERSA","1","2021","","","601","6750","310","4387470"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1822","GUAPILES-LA SONIA (RUTA ANILLO)","1","2021","","","297","6577","248","2795285"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1823","GUAPILES-LA RITA","1","2021","","","949","14136","279","6007775"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1825","","1","2021","","","216","2436","62","1327525"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1826","GUAPILES-LA TRINIDAD-LA LETICIA-ANABAN Y VICEVERSA","1","2021","","","266","1642","93","1469115"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1831","GUAPILES-PUEBLO NUEVO-VUELTA DE NARDO Y VICEVERSA","1","2021","","","326","1179","62","2577180"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1832","GUAPILES-SANTA CLARA-VILLA FRANCA Y VICEVERSA","1","2021","","","433","1902","93","2843350"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1834","GUAPILES-LLANO BONITO","1","2021","","","195","610","31","1289475"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1835","GUAPILES-LIMBO-DUACARI II-NAZARETH Y VICEVERSA","1","2021","","","1072","6081","248","10094385"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1836","GUAPILES-LIMBO-DUACARI IV Y III Y VICEVERSA","1","2021","","","346","1629","93","2044285"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R1839","GUAPILES-CRUCE DE PERDIZ-FINCA 1 Y 2-EL PORVENIR-EL CEIBO- EL ZOTA 1 Y 2 Y VICEVERSA","1","2021","","","733","3172","155","5487985"
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R2044","GUAPILES-SAN JULIAN-ZAPOTE Y VICEVERSA","1","2021","","","","","",""
"SERVICIOS DE TRANSPORTES HEBA DE GUAPILES, S.A.","3-101-371172","728","GUAPILES-ROXANA Y RAMALES","R2045","GUAPILES-SAN CRISTOBAL-YUCA TICA Y VICEVERSA","1","2021","","","161","432","31","541475"
"SERVICIOS INTERURBANOS RIO FRIO, S.A.","3-101-083355","441","URBANO DE RIO FRIO","R1298","RIO FRIO-FINCAS 1 Y 2 Y VICEVERSA","1","2021","","","547","2267","155","564100"
"SERVICIOS INTERURBANOS RIO FRIO, S.A.","3-101-083355","441","URBANO DE RIO FRIO","R1299","RIO FRIO-FINCA 10-LAS VEGAS Y VICEVERSA","1","2021","","","1244","6317","236","1149265"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","325","CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO","R1067","CARTAGO-SAN RAFAEL DE OREAMUNO (anillo)","1","2021","","","2294","26993","834","6613285"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","325","CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO","R1068","CARTAGO-Bº MARIA AUXILIADORA (anillo)","1","2021","","","1202","15596","821","3899000"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","325","CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO","R1069","CARTAGO-COLEGIO AGROPECUARIO","1","2021","","","497","5800","348","1450000"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","325","CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO","R1070","SAN RAFAEL DE OREAMUNO-PARQUE INDUSTRIAL DE CARTAGO","1","2021","","","84","1010","20","464600"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","325","CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO","R1071","SAN RAFAEL DE OREAMUNO- C. O. V. A. O.","1","2021","","","","","",""
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","343","CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA","R1107","CARTAGO-SAN PABLO DE OREAMUNO","1","2021","","","281","4213","247.5","3349335"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","343","CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA","R1108","CARTAGO-SANTA ROSA DE OREAMUNO","1","2021","","","217","3395","247.5","1901200"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","343","CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA","R2046","CARTAGO-SAN GERARDO DE OREAMUNO","1","2021","","","264","4043","247.5","2304510"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","343","CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA","R2047","SAN GERARDO-SAN PABLO","1","2021","","","105","1609","247.5","402250"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","343","CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA","R2048","CARTAGO-SAGRADA FAMILIA.","1","2021","","","65","981","247.5","245250"
"SERVICIOS URBANOS DE OREAMUNO, S.A.","3-101-073513","343","CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA","R2049","SANTA ROSA-SAN GERARDO DE OREAMUNO","1","2021","","","96","1238","247.5","309500"
"SOCIEDAD TRANSPORTE CORAZON DE JESUS Y LINDA VISTA, S.A.","3-101-284661","1204","CIUDAD QUESADA-LINDA VISTA DE THESALIA-CORAZON DE JESUS","R0899","CIUDAD QUESADA-LINDA VISTA DE THESALIA ","1","2021","","","173","1428","39","1006740"
"SOCIEDAD TRANSPORTE CORAZON DE JESUS Y LINDA VISTA, S.A.","3-101-284661","1204","CIUDAD QUESADA-LINDA VISTA DE THESALIA-CORAZON DE JESUS","R0900","CIUDAD QUESADA-CORAZON DE JESUS","1","2021","","","166","1402","48","988410"
"SOCIEDAD TRANSPORTES MEYBA, S.A.","3-101-243834","528","FILADELFIA-SAN BLAS-SARDINAL-PLAYA DEL COCO Y VICEVERSA","R1454","FILADELFIA-SARDINAL","1","2021","","","276","1790","77.5","1172450"
"SOCIEDAD TRANSPORTES MEYBA, S.A.","3-101-243834","528","FILADELFIA-SAN BLAS-SARDINAL-PLAYA DEL COCO Y VICEVERSA","R1455","  EXT FILADELFIA-PLAYAS DEL COCO","1","2021","","","641","8100","217","5062500"
"SOCIEDAD TRANSPORTES MEYBA, S.A.","3-101-243834","528","FILADELFIA-SAN BLAS-SARDINAL-PLAYA DEL COCO Y VICEVERSA","R1456","FILADELFIA-PLAYA PANAMA","1","2021","","","527","3150","139.5","2992500"
"SOLIS  Y MATA, LIMITADA","3-102-005915","136","SAN ISIDRO DE EL GENERAL – PALMARES – PEÑAS BLANCAS – LOS CHILES – QUIZARRA – SANTA ELENA  DE PEREZ ZELEDÓN – MIRAFLORES – VILLA ARGENTINA – SAN RAFAEL – EL SOCORRO – BOLIVIA – SAN ANTONIO – EL AGUILA Y VICEVERSA","R0384","SAN ISIDRO-PEÑAS BLANCAS","1","2021","","","107","3315","100","1990210"
"SOLIS  Y MATA, LIMITADA","3-102-005915","136","SAN ISIDRO DE EL GENERAL – PALMARES – PEÑAS BLANCAS – LOS CHILES – QUIZARRA – SANTA ELENA  DE PEREZ ZELEDÓN – MIRAFLORES – VILLA ARGENTINA – SAN RAFAEL – EL SOCORRO – BOLIVIA – SAN ANTONIO – EL AGUILA Y VICEVERSA","R0386","SAN ISIDRO-BOLIVIA","1","2021","","","83","783","25","1094175"
"SOLIS  Y MATA, LIMITADA","3-102-005915","136","SAN ISIDRO DE EL GENERAL – PALMARES – PEÑAS BLANCAS – LOS CHILES – QUIZARRA – SANTA ELENA  DE PEREZ ZELEDÓN – MIRAFLORES – VILLA ARGENTINA – SAN RAFAEL – EL SOCORRO – BOLIVIA – SAN ANTONIO – EL AGUILA Y VICEVERSA","R0389","  EXT SAN ISIDRO-EL SOCORRO","1","2021","","","34","747","12","495200"
"SOLIS  Y MATA, LIMITADA","3-102-005915","136","SAN ISIDRO DE EL GENERAL – PALMARES – PEÑAS BLANCAS – LOS CHILES – QUIZARRA – SANTA ELENA  DE PEREZ ZELEDÓN – MIRAFLORES – VILLA ARGENTINA – SAN RAFAEL – EL SOCORRO – BOLIVIA – SAN ANTONIO – EL AGUILA Y VICEVERSA","R0390","SAN ISIDRO-VILLA ARGENTINA","1","2021","","","94","1124","25","1487620"
"SOLIS  Y MATA, LIMITADA","3-102-005915","136","SAN ISIDRO DE EL GENERAL – PALMARES – PEÑAS BLANCAS – LOS CHILES – QUIZARRA – SANTA ELENA  DE PEREZ ZELEDÓN – MIRAFLORES – VILLA ARGENTINA – SAN RAFAEL – EL SOCORRO – BOLIVIA – SAN ANTONIO – EL AGUILA Y VICEVERSA","R0391","  EXT SAN ISIDRO-SAN CARLOS","1","2021","","","26","95","8","124075"
"SOLIS  Y MATA, LIMITADA","3-102-005915","136","SAN ISIDRO DE EL GENERAL – PALMARES – PEÑAS BLANCAS – LOS CHILES – QUIZARRA – SANTA ELENA  DE PEREZ ZELEDÓN – MIRAFLORES – VILLA ARGENTINA – SAN RAFAEL – EL SOCORRO – BOLIVIA – SAN ANTONIO – EL AGUILA Y VICEVERSA","R0393","SAN ISIDRO-QUIZARRA","1","2021","","","92","656","50","833465"
"SOLIS  Y MATA, LIMITADA","3-102-005915","136","SAN ISIDRO DE EL GENERAL – PALMARES – PEÑAS BLANCAS – LOS CHILES – QUIZARRA – SANTA ELENA  DE PEREZ ZELEDÓN – MIRAFLORES – VILLA ARGENTINA – SAN RAFAEL – EL SOCORRO – BOLIVIA – SAN ANTONIO – EL AGUILA Y VICEVERSA","R0395","SAN ISIDRO-MIRAFLORES","1","2021","","","149","2635","114","2031050"
"SOLIS  Y MATA, LIMITADA","3-102-005915","136","SAN ISIDRO DE EL GENERAL – PALMARES – PEÑAS BLANCAS – LOS CHILES – QUIZARRA – SANTA ELENA  DE PEREZ ZELEDÓN – MIRAFLORES – VILLA ARGENTINA – SAN RAFAEL – EL SOCORRO – BOLIVIA – SAN ANTONIO – EL AGUILA Y VICEVERSA","R1992","SAN ISIDRO-EL AGUILA","1","2021","","","258","4262","104","7563870"
